URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/commercial/north-shore-city/rosedale/retail/4097036,"Unit E2/4 Orbit Drive, Rosedale",For sale by negotiation,"HOSPITALITY PROPERTY FOR SALE/LEASE

Looking to establish or expand your hospitality business? This well-positioned property offers an excellent opportunity in the heart of North Shore, close to established retail shops and popular eateries.

This 141m² (more or less) ground-floor retail space features street presence, two separate entrances, and a quality existing fitout suitable for hospitality use. The premises includes an existing extraction hood, kitchen equipment, two customer toilets, and the convenience of six on-site car parks. The property is vacant and ready for immediate occupation.

KEY FEATURES:

Approx. 141m² ground floor retail area
Six on-site car parks
Existing extraction hood and kitchen equipment
Two customer toilets
Ground floor with excellent street profile
Two entrances
Vacant – available now
Building completed in 2006
For sale or lease

For more information or to arrange a viewing, please contact the agent.

Read more",Lily Han : 021877 457
https://www.barfoot.co.nz/property/commercial/north-shore-city/rosedale/retail/84055,"Unit 7,8,9/40 Rosedale Road, Rosedale",For sale by negotiation,"TWO LEVEL BRAND NEW RETAIL/SHOWROOM UNITS

It's hard to find quiet spaces in prime, busy locations. Three units available from 119m² to 163m², with ample shared car parks.

Located in the prime Rosedale area, close to Massey University, a shopping centre, and with easy motorway access. It will be a perfect space for your business.

KEY FEATURES:

Brand new
Two level units
119m² - 163m²
Prime location
Ample car parks
Vacant possession
Available now

Please contact Lily Han for more information.

Read more",Lily Han : 021877 457
https://www.barfoot.co.nz/property/commercial/north-shore-city/takapuna/office/4042052,"Unit B/95 Hurstmere Road, Takapuna",For sale by negotiation,"OFFICE BY THE SEA

Located at 95 Hurstmere Road, the captivating views from this office will make it a pleasure to arrive at work each day. Occupying the beach side of the ground floor, this 315m² strata titled office is fully self-contained with toilets and kitchen facilities exclusive to the tenancy. It enjoys the convenience of ground-level double-door access and yet is nicely elevated by at least one level on the seaside.

Perfect as a head office or satellite office for your North Shore team. The generous reception and front-of-house is serviced by two meeting rooms and a larger 12-person boardroom. The open-plan workspace can comfortably accommodate 24 people, potentially more. There is a smaller internal meeting room, server room and copier room.

The office plan has floor-to-ceiling windows looking across the reserve to Takapuna Beach and being north/east facing, enjoys excellent natural light into the premises. There is a small corner deck, perfect for after-work functions with room for a barbeque.

Central Takapuna has all the amenities on your doorstep with Hurstmere Road, home to multiple cafes, lunch spots and after-work venues. Multiple parking facilities in proximity and being on a main bus route adds to the convenience for clients and staff.

This premises is also available for lease.

Read more",Craig Watson : 027496 7660
https://www.barfoot.co.nz/property/commercial/north-shore-city/takapuna/office/87471,"62 Anzac Street, Takapuna",For sale by negotiation,"OUTSTANDING TAKAPUNA TROPHY - BDO TOWER

Barfoot & Thompson Commercial are pleased to offer to the market this significant and strategic Takapuna investment. This is an outstanding opportunity to secure a landmark trophy building in one of Auckland's most sought-after suburbs. Assets of this scale are seldom available in this tightly held location.

BDO Tower comprises a medium to high rise development of two stunning freestanding office buildings of 4 and 13 levels respectively including a ground floor café and three levels of car parking occupying a prominent site at the gateway to the Takapuna CBD.

The asset offers a solid income stream underpinned by BDO New Zealand and the government agency Child Youth & Family. There are 30 tenancies providing a net passing income of $2,638,849 p.a. with a fully leased net income of circa $3,000,000 p.a. The multiple tenancies offer a high standard of office accommodation, some of the best in Central Takapuna. The higher floors in the building enjoy spectacular views to the city, across the Hauraki Gulf to Rangitoto and Lake Pupuke. The property is strategically located next door to Shore City Mall and features dual road frontages to Como Street and Anzac Street.

Takapuna is one of the key metropolitan centres identified in the Auckland Plan as a priority for growth and development. This landmark Takapuna holding provides an excellent opportunity to capitalise on this assured future growth that will come with this prioritisation.

Register your interest with the sole agents for further detail and to discuss the opportunity further.

KEY FEATURES:

Prominent 2155m² site with two road frontages
Two towers of 4 and 13 levels
Net lettable area 7,718.75m² (approximately)
Three floors of 204 carparks
30 tenancies 
Diverse tenant covenants
Potential income circa $3,000,000 p.a. net
Landmark Takapuna opportunity
Read more",Elaine Tutty : 021951 810 | Bruce Jiao : 021818 077
https://www.barfoot.co.nz/property/commercial/north-shore-city/takapuna/retail/4062804,"438 Lake Road, Takapuna",For sale by negotiation,"TAKAPUNA RETAIL INVESTMENT – DEVELOPMENT UPSIDE

Positioned in the heart of vibrant Takapuna and surrounded by renowned restaurants, cafés, and eateries, this premium retail investment presents an exceptional opportunity for investors, developers, and land bankers alike.

KEY FEATURES:

Net rental income - circa $163,400 + GST per annum
Tenancy mix - three well-located retail shops
Floor area - 230m² (approximately)
Land area - 350m² (approximately)
Zoning - Business – Metropolitan Centre zone
Car parking – five parks on-site
Location - high foot traffic area, only 400m from Takapuna Beach

This is a rare opportunity to secure split-risk income in one of Auckland’s most desirable seaside commercial precincts. With solid holding income and favourable zoning that supports future intensification, this property is ideal for those looking to invest now and develop later.

Read more",Bruce Jiao : 021818 077 | James Huang : 021988 516
https://www.barfoot.co.nz/property/commercial/north-shore-city/takapuna/retail/4094661,"458 Lake Road, Takapuna",For sale by negotiation,"BITE-SIZED, FREEHOLD RETAIL

Investors, owner-occupiers and developers - ignore the council valuation.

This fee simple, commercial property is positioned on Takapuna’s main thoroughfare within a well-established convenience and food retail strip, offering a compelling entry-level, low-maintenance investment opportunity.

Surrounded by popular food and convenience operators, the location benefits from consistent seven-day foot and vehicle traffic, convenient street parking, and modest rental levels compared with nearby catchments such as Hurstmere Road.

Selling with vacant possession and supported by favourable zoning in a revitalised central Takapuna precinct, this property will appeal to retail and service occupiers, investors, or developers seeking to enter or expand within the commercial property market.

KEY FEATURES:

Fee simple site - 238m² (more or less)
Building area - 165m² (more or less)
Prime Takapuna location among established food and beverage retailers
Valuable chattels and fixtures included
Sold with vacant possession
Read more",Nick Brown : 021162 3239 | Max Andrews : 021629 141
https://www.barfoot.co.nz/property/commercial/north-shore-city/wairau-valley/industrial/4095455,"Unit F/44-48 Ellice Road, Wairau Valley","For Sale $1,390,000Plus GST (if any)","OUTSTANDING ROAD FRONT INDUSTRIAL

Feast your eyes on this outstanding, road front industrial unit, located in the very heart of the Wairau Valley industrial precinct. Not seen on the market for the best part of 40+ years, this is an opportunity not to be missed.  

Owner-occupiers and investors will delight in this unit, which comprises approximately 380m² of high-stud warehouse and office space, with excellent parking.  

Be quick to make contact with our experienced industrial team to arrange your time view.

KEY FEATURES:

Total building approximately 380m²
Investment opportunity, or owner occupiers 
High-profile, road front site
Approximately 10 designated car parks
Highly sought-after location
Read more",David Herron : 021845 485 | Nick Brown : 021162 3239
https://www.barfoot.co.nz/property/commercial/north-shore-city/wairau-valley/retail/4073997,"Unit 16/18 Link Drive, Wairau Valley",For sale by negotiation,"CONTROL YOUR DESTINY, BE THE LANDLORD

Here is an opportunity to secure premises in a prime central location. Explore the opportunity, it can be retail or office warehouse premises.

Currently, the property is set up as a 668m² retail showroom comprising approximately 467m² ground floor and mezzanine of approximately 201m².

The opportunity is in discovering this premises multi-use potential by reverting the layout to its original configuration of:

122.5m² first-floor office, 
122.5m² showroom/office or low-stud warehouse; and 
337m² high-stud warehousing 

It has easy motorway access, generous car parking, excellent location. Flexible Mixed Business zoning allows retailing, commercial services,  warehousing/ storage, general service type business (not automotive) and many other uses.

KEY FEATURES:

Retail or office/warehouse
Retail - 668m² of showroom
13 car parks
Mixed Business zoning
Presents excellent value

Call the agents now for an appointment to view.

Read more",James Christie : 021659 898
https://www.barfoot.co.nz/property/commercial/north-shore-city/windsor-park/office/4090176,"Unit 8/324-328 Sunset Road, Windsor Park",For sale by negotiation,"NORTH SHORE - ROAD FRONT CONSULTANCY PREMISES

Looking to own your own consultancy rooms in a well-established professional centre, consented for medical use, this must be considered.

On offer is a three-level unit titled building of 116m², one of 19 units within the centre development, positioned at the road front with exceptional signage opportunity, for sale by vacant possession.

Levels 2 and 3 provide reception and consultancy rooms with associated amenities, and level 1 through internal stairs and an external tilt door, a basement for one to two cars and/or storage. Common parking is provided to all the units within the development.

The centre is well established and has a large surrounding residential catchment. It is on an iconic main arterial roadway that links to the motorway infrastructure a short distance away.

A must-consideration for professionals seeking premises in a well-established centre.

Contact the agents to arrange a viewing.

KEY FEATURES:

 Road front position
 Well-established professional centre
 Large surrounding residential catchment
 Considerable parking area
Read more",Gary Seekup : 027226 9880 | Bruce Jiao : 021818 077
https://www.barfoot.co.nz/property/commercial/papakura-district/opaheke/development-site/4019905,"Lot 2001/29 Bellfield Road, Opaheke",For sale by negotiation,"RESIDENTIAL SUPERLOT IN BELLFIELD ESTATE

The title is pending on this 5,124m² residential lot, also known as Lot 2001, Opaheke Road within the new Bellfield Estate. Bellfield Estate is a master planned residential housing subdivision with intensified housing already completed and sold down. The site is currently surplus to our client's requirements and has power and water connected to the boundary. 

Located on a prime corner of stage 2, buyers should investigate their options for intensification to multiple smaller lots or multi-units. Bellfield is located convenient to the Southern Motorway and borders the neighbourhoods of Redhills and Papakura Town centre. 

Thoughtfully designed to minimise the impact of cars through rear access lanes, internal garages, parking bays and grass berms. The parkway incorporates several traffic management features to facilitate safe passage across to Opaheke Park. 

There are options for ‘build to rent” accommodation that may prove attractive for listed entities, private family trusts and public housing providers. 

Contact the sole agent for more information.

Read more",Craig Watson : 027496 7660
https://www.barfoot.co.nz/property/commercial/papakura-district/papakura/industrial/4018073,"Unit B1/101 Great South Road, Papakura",For sale by negotiation,"NEW 10-YEAR LEASE - IDEAL PASSIVE INVESTMENT

KEY FEATURES:

900m² unit
Established 24-hour car wash tenant
Returning $100,000 per annum + OPEX and GST
Annual CPI adjustments from 2025

The property is occupied by Elite Car Care Limited, a 24-hour self-service car wash facility providing self-wash bays, vacuum facilities, and a state-of-the-art touchless auto wash service.

This opportunity will appeal to any discerning investor looking for a hands-off passive investment. Located in favourable zoning and surrounded by quality tenants such as McDonald's, Countdown supermarket, Roselands Shopping Centre, and Counties Medical - this opportunity is not to be missed.

For more information or to arrange an inspection, call the listing agent today. 

Read more",Craig Brunt : 021498 377
https://www.barfoot.co.nz/property/commercial/papakura-district/papakura/industrial/4040312,"Unit 7/4 Markedo Place, Papakura","For Sale $1,045,000Plus GST (if any)","PRICED TO SELL: $1,045,000 + GST (IF ANY)

KEY FEATURES:

293m² floor space
Office and amenities
Five car parks
Business - Heavy Industry zoning
For sale with vacant possession

The well-proportioned unit, encompassing 293m² of warehouse, office space, and amenities, along with five designated car parks, is available for sale with vacant possession. Featuring modern kitchen facilities and offices abundant in natural light, this property is highly appealing. Situated within the popular, Heavy Industry zoned Markedo Place in the heart of the Papakura industrial sector, it presents a prime opportunity for investors or owner-occupiers.

For further information or to arrange an inspection, please contact the sole agents promptly.

Read more",Jason Woodyard : 027567 8000 | Craig Brunt : 021498 377
https://www.barfoot.co.nz/property/commercial/papakura-district/papakura/industrial/89911,"Unit B/101 Great South Road, Papakura",For sale by negotiation,"MOTIVATED VENDOR - PRESENT ALL OFFERS

Barfoot & Thompson Commercial are pleased to present 101B Great South Road, Papakura for sale.

The property is centrally located below McDonald's family restaurant on Great South Road, Papakura. The property operates as a 24-hour self-service car wash facility and car valet service with an office area, plant room, and storage.

Unit B1 comprises: 900m² of tilt panel and concrete block construction, accommodates two self-wash bays and an auto wash bay which returns $100,000 per annum + OPEX + GST.

Unit B2 comprising: 94m² is leased to Elite Car Care Limited, a car valet service, returns $25,031 per annum + OPEX + GST.

The units can be purchased individually or as one package.

This opportunity will appeal to any discerning investor looking for a hands-off passive investment. Located in favorable zoning and surrounded by quality tenants such as McDonald's, Countdown supermarket, Roselands Shopping Centre, and Counties Medical - this opportunity is not to be missed.

KEY FEATURES:

Proven and established auto wash business returning $100,000 per annum net
Unit B2 leased to Elite Car Care Limited returning $25,031 per annum net
Business - Metropolitan Centre zoning
Centrally located on Great South Road
High-profile neighbouring tenants
Ideal business passive investment

For more information or to arrange an inspection, contact the agent today.

Read more",Craig Brunt : 021498 377
https://www.barfoot.co.nz/property/commercial/papakura-district/papakura/office/4089824,"2 Great South Road, Papakura",For sale by negotiation,"HIGHLY MOTIVATED VENDOR IS READY TO SELL

This solid brick and tile property, situated on the corner of Great South Road and Tironui Road in Papakura, is now available for sale. The property boasts a convenient location directly opposite the Toyota car yard, Bridgestone Tyres Takanini, and PAK'nSAVE Papakura supermarket. It is also just minutes away from both Takanini and Papakura town centres.

This five-bedroom, two-level home is situated on a 1,401m² Freehold, fully fenced section with a double garage and ample off-street parking. This setup is ideal for running a home-based business, such as a hair and beauty studio, medical clinic, or home office, or simply provides a convenient base to avoid daily traffic from home to work.

Zoned Mixed Housing Urban, the property features a generous corner section (approximately 38.6m x 44m), with both stormwater and sewer lines already on-site. This makes it an excellent opportunity for future redevelopment or as a land bank.

KEY FEATURES:

Five bedrooms set on a Freehold 1,401m² section
Corner position with excellent exposure
Directly opposite a commercial/industrial business area
Two bathrooms and two separate toilets
Large home with a huge basement and yard for car parking
Ideal for home-based business occupiers
Residential - Mixed Housing Urban zone for further development

Please contact the sole listing agents to schedule a viewing.

Read more",Jane Chen : 0275486 749 | Raja Ritesh : 021073 6559
https://www.barfoot.co.nz/property/commercial/papakura-district/papakura/retail/4069284,"2A Swamp Kauri Grove, Papakura",For sale by negotiation,"URGENT SALE NEEDED

Are you looking for a newly built (completed in 2022), low-maintenance investment with long-term leases? This exceptional opportunity could be perfect for you. Our overseas vendor is motivated to sell, creating a true ""their loss, your gain"" situation.  Conjunction agents are welcome!

KEY FEATURES:

883m² freehold land on one title with three tenancies
Long-term leases with final expiry dates in 2046, 2042, and 2038
Current rental income of $169,665.42 p.a. + OPEX + GST
Modern fitouts with built-in rental growth
12 on-site car parks plus ample street parking
Well-connected location in Takanini’s new McLennan community

Don’t miss out on this hands-free investment opportunity. Call the sole agents today for more information. Act quickly!

Read more",Jane Chen : 0275486 749 | Jass Singh : 022065 1375
https://www.barfoot.co.nz/property/commercial/papakura-district/papakura/retail/4093017,"Unit 2/1 Prictor Street, Papakura",For sale by negotiation,"TURNKEY TAKEAWAY WITH VACANT POSSESSION

Barfoot & Thompson South Auckland Commercial is pleased to present an exceptional Freehold takeaway shop for sale.

The tenant has vacated, and all fittings and chattels are included in the sale. This allows you to take over the keys and begin operating your business on the day of settlement.

KEY FEATURES:

Freehold unit title
Vacant possession
Established takeaway with 112m² retail space (more or less)
Fully equipped kitchen
Ample customer car parking
Ready to occupy and trade
Excellent location in a popular retail cluster
Busy road with dual access points
Business - Neighbourhood Centre zone
Motivated owner – all offers will be considered

Please contact the listing agents today for more information.

Papakura is experiencing significant growth, with 130,000 additional residents projected over 30 years and three new railway stations planned nearby. Strong transport connectivity delivers consistent customer foot traffic for retail and hospitality operators.

Read more",Dion Jenkins : 021760 835 | Jane Chen : 0275486 749
https://www.barfoot.co.nz/property/commercial/rodney-district/helensville/industrial/4091673,"45-67 Mill Road, Helensville","For Sale $6,900,000Plus GST (if any)","MASSIVE LIGHT INDUSTRIAL DEVELOPMENT SITE

Rarely does a land opportunity of this scale and nature become available on the market. This is your chance to secure a substantial, well-positioned development site in the rapidly expanding West Auckland area of Helensville.

This large landholding is zoned Business – Light Industry and spans approximately 42,457m² (4.24 ha), spread across four separate titles. Boasting nearly 100 metres of commanding road frontage on Mill Road, which is also State Highway 16, this site offers unparalleled profile and accessibility, a critical factor for any industrial or commercial development.

The land is predominantly flat and regularly shaped, providing an ideal canvas for construction and subdivision. With vacant possession offered, the opportunity to begin planning and development is immediate.

Whether you are a seasoned developer looking for a strategic future project, an owner-occupier wanting to build a customised facility, or a land banker seeking to capitalise on the sustained growth of the West Auckland market, this property is a must-see. The vendor is highly motivated and advises, ""present all offers... we want a result."" Do not miss out on acquiring this key piece of Auckland industrial land at a reasonable price.

KEY FEATURES:

Total land area of 42,457m² (approx. 4.24 ha)
Business - Light Industry zoning
Comprises four separate titles
Approx. 100 metres of road frontage to Mill Road (SH16)
Predominantly flat and regular shape
Offered with vacant possession
Ideal for developers, owner-occupiers, and land bankers
Highly motivated vendor
Read more",Colin Stewart : 021555 642
https://www.barfoot.co.nz/property/commercial/rodney-district/huapai/development-site/4038657,"139 Tapu Road, Huapai",For sale by negotiation,"MASSIVE 83.86 HECTARES OF LAND IN KUMEU/HUAPAI

Properties offering development potential with huge income generation ability rarely come to market, and this exceptional opportunity demands immediate attention. This is a dream come true for developers. Massive 83.8637 hectares of land (approx. 207.23 acres) located on Tapu Road. Adjacent to the land is a big residential development area with a large number of new houses built in the area in the last 15 years.

The one-and-a-half-level main house has four bedrooms with two bathrooms, two WCs, and two garages, as well as a shed. Next to it is a minor dwelling with two bedrooms and one bathroom which can provide additional income while land banking. The whole property is rented out for $2,240 per week at the moment, the stable income is an excellent investment of your time.

It’s close to the popular Huapai District School and the Kumeu/Huapai Township. Approximately 14 minutes drive to the new Westgate shopping centre, one of the largest urbanisation projects in New Zealand. An approximately 18-minute drive to North Shore and a 23-minute drive to Auckland CBD (off-peak).

ACT NOW. This exceptional opportunity demands immediate attention. Contact the listing agent for more information and viewing times.

Read more",Kevin Hu : 022175 6164
https://www.barfoot.co.nz/property/commercial/rodney-district/huapai/development-site/4096775,"134 Tapu Road, Huapai",For sale by negotiation,"15 ACRES OF PRIME LAND IN KUMEU / HUAPAI

Discover a rare opportunity to own 60,905m² of gently flat, prime land (approximately 15.05 acres) located on the highly sought-after Tapu Road in Huapai. This impressive property is nestled at the end of a no-exit road, ensuring peace and privacy while surrounded by stunning, multi-million-dollar homes.

With power, town water, sewerage, and fibre available at both ends of the property, this land is ready for your vision. It's the last privately held acreage within a rapidly expanding housing area, making this a valuable investment opportunity. Subdivision in the vicinity started over ten years ago, indicating the area's growth potential.

Enjoy the convenience of schools, public transportation, and local amenities just a stone's throw away. The property features a charming three-bedroom house along with an independent garage, providing a comfortable living space while you plan for the future.

Experience expansive views of native bush across the property, sweeping toward a scenic bush reserve facing the northeast and backing onto the picturesque Riverhead Forest. The natural boundary of the river adds to the allure of the land, offering exceptional scenery and great feng shui.

Located just minutes from the Kumeu/Huapai Township, this property is approximately a seven-minute drive to Westgate, one of the largest urbanisation projects in New Zealand. Enjoy easy access to the North Shore in 10 to 15 minutes and a mere 20-minute drive to Auckland CBD during off-peak hours.

Don't miss this unique opportunity to secure a substantial piece of prime land in a thriving community. The possibilities are endless!

Contact the listing agent to schedule a viewing and explore the potential of this incredible property!

Read more",Kevin Hu : 022175 6164
https://www.barfoot.co.nz/property/commercial/rodney-district/huapai/retail/4079564,"301 Main Road, Huapai",For sale by negotiation,"HUAPAI'S HEART, STILL POURING, STILL PROUD

First time offered to the market in 27 years, this is a rare and exciting opportunity to own a true West Auckland institution!

Situated on a high-profile main road with huge street frontage, this property features West Auckland’s longest-standing tavern, complemented by a thriving liquor store, with deep local roots and strong community presence. Whether you’re an investor, hospitality operator, or developer, this landmark property offers a unique blend of character, cash flow, and potential.

KEY FEATURES:

High traffic area with excellent visibility
Zoned Business - Town Centre
4,285m² land area
Dual income streams returning $299,249 net per annum
Car parking with fantastic access
Future development potential

Opportunities like this don’t come around often. Secure your piece of West Auckland history today!

Read more",Grant Magill : 021664 345
https://www.barfoot.co.nz/property/commercial/rodney-district/kumeu/development-site/4023818,"76 Awa Road, Kumeu","For Sale $2,590,000Plus GST (if any)","21 ACRES OF RURAL PRODUCTION LAND WITH POTENTIAL

Massive 8.6603 hectares of lifestyle land (approx. 21.40 acres), located five minutes drive from Kumeu township and Waimauku village. Zoned Rural Production under the Auckland Unitary Plan. This enormous land parcel is separated from the Future Urban zone by a parallel street - approximately 500 metres. Huge potential in the future as Kumeu develops.

A three bedroom, two bathroom single-level weatherboard house, with an intuitive indoor-outdoor flow extending the living area outdoors, overlooks the sun drenched garden. Nearby, the main house has a large living room plus a sheltered, double car port.  On site, there is storage barn that can be converted into a rumpus room or warehouse to create additional space. With the large concreted land and structures, the options are endless.

A former Resource Consent had been secured to subdivide the land into two separate lots, which is now expired.

Act now! Seize this rare golden opportunity today. Contact the listing agent for more information and viewing times.

Read more",Kevin Hu : 022175 6164
https://www.barfoot.co.nz/property/commercial/rodney-district/kumeu/development-site/4041503,"122 Tawa Road, Kumeu",For sale by negotiation,"CORNER SIDE FUTURE URBAN - 8.5HA+

85,290m² of prime, Future Urban zoned land (approx. 21.08 acres) located at the intersection of Motu and Tawa Roads with large road frontage, advantageous for development.

Close to the ""Huapai Triangle"" on the Station Road - SHA Approved Residential Development Area, this area has been re-zoned as Residential - Mixed Housing Suburban, and a large number of houses have been built in the last eight years.

The main large house has four bedrooms and the second two-bedroom dwelling is tenanted with a rental income of $1,700 per week which can be used as a bonus income during the land banking period. It also can be a real bonus for lifestyle living.

Close to the popular Huapai District School and Kumeu/Huapai townships, and a 15-minute drive (approx.) to Westgate’s new shopping centre, one of the largest urbanisation projects in New Zealand. A 17-minute drive to the North Shore and a 21-minute drive to Auckland CBD (off-peak).

Fantastic potential here for the near future!

Read more",Kevin Hu : 022175 6164
https://www.barfoot.co.nz/property/commercial/rodney-district/matakana/retail/4076824,"Unit 1/64 Matakana Valley Road, Matakana","For Sale $1,100,000Plus GST (if any)","UNIT 1 - WORKSHOP 3 CAR PARKS

Price Reduced: Unit 1 at The Workshops.  This property comes with three exclusive car parks and is a purpose-built retail unit in a prime position within the Matakana workshop development. Featuring a full glass roller door, this unit offers excellent visibility and street appeal ideal for a range of business uses.

Spanning 80m², Unit 1 includes a custom-built mezzanine, adding versatile space well-suited for retail, a café, a professional office, or other commercial operations. A sunny 21m² courtyard and 38m² landscaped outdoor area further enhance its appeal.

For everyday convenience, the unit comes equipped with a kitchenette and WC, along with dual access via a pedestrian door and the roller door. Three dedicated car parks are supplied with the unit.

Given its exceptional location, high-quality construction, and unmatched versatility, Unit 1 at The Workshops is an opportunity not to be missed. Circumstances have changed and the owner wants this sold.

STRATEGIC LOCATION IN A HIGH-GROWTH AREA:
Matakana is undergoing significant expansion, fuelled by residential developments, population growth, and a resurgence in tourism. Recent infrastructure upgrades such as the Northern Motorway extension and the new Matakana Link Road have dramatically improved accessibility and are driving increased commercial demand.

Whether you're looking to launch or grow your business or invest in a high-potential commercial asset, Unit 1 offers a compelling opportunity.  Seriously for sale due to unforeseen circumstances.

This property can be leased on a month to month lease.

 

KEY FEATURES:

6m high stud height ideal for retail, cafe, professional offices and more
Three dedicated car parks
21m² courtyard and 38m² garden area
24/7 CCTV security for enhanced safety
Fibre internet ready ensuring fast, reliable connectivity
Very high-quality building materials
Exceptional value at The Workshops
Read more",David Goodhue : 021663 633
https://www.barfoot.co.nz/property/commercial/rodney-district/milldale/development-site/4078379,"Lots 2-4/81 Milldale Drive, Milldale",For sale by negotiation,"MILLDALE TOWN CENTRE - LOTS 2, 3 & 4

Barfoot & Thompson Commercial proudly presents Lots 2, 3, and 4 in the Milldale Town Centre.  A rare and strategic opportunity to secure up to 16,145m² of freehold land, which will form the civic and retail heart of the wider Wainui District. These development-ready, flat sites are zoned Business – Local Centre, providing flexibility for mixed-use development including retail, office, medical, hospitality, and residential.

Milldale is one of Auckland’s fastest-growing suburbs, with over 6,000 homes planned and a projected catchment population exceeding 18,000. The town centre is positioned centrally to a 300ha master-planned community, surrounded by major residential growth, schools, reserves and connected by integrated green walkways.

KEY FEATURES:

Lot 2 (4,317m²) - key retail location accessible to pedestrians and vehicle traffic
Lot 3 (5,083m²) - proximity to Summerset Retirement Village, options of retail, medical and more could be considered here
Lot 4 (6,746m²) - prominently positioned on Argent Lane, Milldale’s main arterial road, the site lends itself to a mixed-use development approach.

Rarely does an opportunity arise to develop such an influential space in a major suburban growth node such as Milldale.  Offered individually or together, we welcome interest from developers, long-term investors and owner-occupiers alike.

Visit the website and register your interest: https://www.milldaletowncentre.co.nz/

 

Read more",Paul Halliday : 021832 869 | Nick Brown : 021162 3239
https://www.barfoot.co.nz/property/commercial/rodney-district/orewa/retail/4085043,"Unit I/3 Tamariki Avenue, Orewa",For sale by negotiation,"OREWA SHOP - OWNER-OCCUPIERS!

Unit I at 3 Tamariki Ave, Orewa, is a prime retail opportunity.

This unit is one of 11 Freehold Strata units within a well-established complex constructed around 1984. The complex boasts a superb location in the heart of the Orewa shopping precinct, situated at the intersection of Tamariki Avenue, Bakehouse Lane, and Moana Avenue. It also offers the added benefit of being in proximity to the popular Orewa Beach.

The current lease for Unit I expires on 1 April 2026, with no further rights of renewal. This makes it an ideal option for owner-occupiers who are planning ahead and seeking to establish their business in a thriving location that offers a unique blend of cultural, commercial, and residential communities.

KEY FEATURES:

Affordable retail investment
Approximately 78m²
Corner shop with wrap-around glass windows, providing excellent visibility
Ample customer parking available on-site
Located in proximity to the popular Orewa Beach, opposite Woolworths supermarket
An excellent owner-occupier opportunity
CV - $570,000

For more information or to arrange a viewing, please contact the listing agent.

Read more",Agnes Teh : 021308 900
https://www.barfoot.co.nz/property/commercial/rodney-district/redvale/development-site/4095892,"1201 East Coast Road, Redvale",Deadline sale closes 25th February 2026 at 4:00PM(will not be sold prior),"REDVALE LANDHOLDING

An increasingly rare opportunity to secure a 5.50-hectare (approximately) Freehold landholding in the tightly held Redvale lifestyle precinct, positioned along East Coast Road with excellent access to Albany, Silverdale, and the wider North Shore.

Zoned Rural - Countryside Living, this property will appeal to developers, land-bankers, and strategic investors seeking scale, location, and future optionality in an area under sustained growth pressure.

KEY FEATURES:

5.50 hectares (approximately), Freehold title
Countryside Living zone 
High-profile East Coast Road frontage
Approximately 10 minutes to Albany and Silverdale retail hubs
Close to Long Bay College, Northcross Intermediate and local primaries
Existing renovated two-bedroom dwelling (circa 71m²)

Please contact the sole agents for more details.

Read more",Bruce Jiao : 021818 077 | Gary Seekup : 027226 9880
https://www.barfoot.co.nz/property/commercial/rodney-district/riverhead/development-site/4008430,"74 Barrett Road, Riverhead",For sale by negotiation,"WATERFRONT AND DEVELOPMENT POTENTIAL - 18 ACRES

A rare 7.3248 hectare site (approximately 18.1 acres) with waterfront, privacy, and easy access to the North Shore, and Northwestern Motorway. Zoned Countryside Living under the Auckland Unitary Plan. There is sub-division potential (one hectare per site, council consent required) and opportunities for future investment.

On the opposite side of the water is a hot development area in the centre of Riverhead. A large number of new houses are built in this area. 

The land has a massive boundary of over 600 metres with the Rangitopuni Creek, overlooking the award-winning, ever popular Riverhead Tavern, the oldest riverside tavern in New Zealand. Part of the land has a scenic vantage view of the river bend. 

With rapid development in Riverhead, this will be a great opportunity for the developers and investors.   

As one of the best selling communities in Auckland, the village of Riverhead has so much to offer. The extension of the Northwestern Motorway, easier access to Auckland City, and the growing development of Westgate add to the attractiveness of this area. Enjoy the classic village feel of the historic Riverhead Tavern and local cafes, or perhaps you might like to pop along to the on-trend boutique brewery and restaurant up the road after a round of golf at the local course. For those with families, there is great local schooling, daycare, a playground and sports field. With easy access to the North Shore and Northwestern Motorway, this property puts the life into lifestyle.

Read more",Kevin Hu : 022175 6164
